SeuratUMAP_1 SeuratUMAP_2
5.04180668527943 2.59886053297847
4.66484807665211 2.78646329138606
4.24034641916615 -3.54826494958074
4.53280638391835 3.3031442472729
-2.61358333890575 -0.582489549180577
-3.42631698911327 2.88335374090998
-3.89149977033275 -1.51986017729909
-3.50732208554882 1.89485243056147
-2.89445759122509 -2.90077516343267
-1.74679066007274 3.2353632757458
-2.00080372159618 4.28860357497065
2.10863603885037 -1.30751213338048
-1.88346339528698 3.58805015776484
-1.406941664864 0.974078089931895
-3.01973701779979 -0.917526061644862
-2.25904275243419 -3.81421014573247
1.92477877671582 0.268652946690013
-1.82481743161815 -2.06896218564184
3.33949695761067 3.93203047011225
-1.65221310918468 -3.6661157300678
0.0629087560878396 2.25769284460871
0.334539758513987 1.72233060095637
-2.93192745511669 4.57880666945307
3.21618198091847 1.76659134123652
4.2544181221233 -1.78086325432927
-3.21099735562938 -3.12606879975469
-1.52605415647167 0.781223685482432
-2.44877506559032 -3.14180633332403
-3.09473778073925 3.98528841231196
-0.101429236580312 4.12458017561763
3.27477608854634 -3.93955466057927
-2.48101688687938 5.01869943831294
-3.89713980023998 -3.0265254667011
1.17819823558193 2.22973039839595
-2.50666118924755 -3.58867189194829
-2.07726265256542 0.749808819034984
-2.29242159192699 -4.73273059632451
-0.208850277115285 1.71616390440791
-2.70227648084301 -2.50989887025029
3.73587821657521 -0.164440899154256
4.3713614814983 -3.67371675278814
1.72111909324986 -3.17630621697576
5.77394889528614 -1.95634552743108
-2.89426399533886 -3.75411912705571
5.77739881212574 -1.70328566338689
-3.08573175733227 5.16285398695796
4.07956408197743 2.11320212576716
2.23363898928028 0.456216604450633
2.29802350933415 -2.76931902672918
-3.62793327634472 3.24977710936396
-0.976938975502431 2.82628730032771
-1.86507464711803 4.21552780363887
-1.26814676587719 3.51165083144038
4.68888615305287 2.29024556372493
-3.74361778562206 3.95358827803462
4.93334315950733 -2.84167668130071
-4.03665281598705 -3.32770582940252
-3.13240362470287 4.83212021086543
4.05156778032643 -3.32509371544988
-1.38132358853954 1.62858536932795
2.92380534345967 -3.70185181405217
-0.0351615077747702 3.91537502501338
-4.46308924024242 -2.66627630498082
-3.06427742307323 3.13989809248774
2.23336296017033 3.41601684782832
2.83684848482472 4.29878881666987
-3.08310772245067 -1.74404945876272
1.3658717745052 1.33051636908381
-3.4183957702412 3.32821586821406
-4.51999450986522 -3.3100993325916
-1.82129718129772 3.8938219854626
-1.91180993383068 -2.31081899907262
4.88006852800709 2.72444489691584
4.57521651918751 3.13928964827388
4.12022136385304 -2.99231812264592
-1.85513020818371 2.00835564825862
3.36925040418965 1.52177026961177
-2.19984389608043 -1.38915708567769
-1.02622867887157 3.4093191931042
3.38392053778034 -1.25691914465101
5.21265457804066 -1.89267918374212
-2.14682818715709 -0.521450757047246
-4.17701174085277 -2.67949005868108
4.62908981973988 -3.45919200684697
2.3016798370586 1.69146064017146
-3.27352405851024 -1.50497236754567
-2.77615286176342 -2.34505912568242
-0.738075030495107 -2.14153680112035
-2.9299719459309 3.55880478117793
3.55649887258869 -1.07537107076318
3.92568253214222 -2.51313456799657
-0.0147642022861838 -3.24045869614751
-3.95928503339428 -3.35636851098211
-3.82532478635448 -3.45794054772527
-0.710258973289907 3.24522999022334
-2.15913320844311 -2.75998017098577
-0.952174437691152 2.66829636786311
-3.62926460569042 4.1037338087353
-2.7740972167744 -1.24894082452924
2.61761223013264 -0.350786118766378
-4.04642130201 -2.72358378674657
4.51611732179981 2.58647015784114
1.60737558687788 1.18220356200068
2.23447202379566 1.20817855093806
-3.64285351102489 1.91338732931941
-2.98728967969555 3.52123048994868
-2.9241535789265 0.356835753658702
0.552616822074473 0.152920992115428
-1.20916868512768 3.97985246870845
-4.14197756116527 -2.79573520924718
0.409172283958018 -3.14537832047612
-1.10129309957165 1.5371780702862
5.1941587799297 1.65026334021418
0.928079175303996 -2.57856699731023
-0.773509753395498 3.14009407255976
-2.3803851730122 2.20841530058711
-4.04229952161449 -1.58462080266149
-3.59284139936107 -1.4987208535877
4.08962129289967 2.3108985731396
3.13409279520375 1.06125214789241
3.75769566233021 -3.61044260766179
3.46266769106251 -2.55802544858129
3.51100264723164 3.80301740858882
-1.09562445943493 2.00703790877192
-1.78718591992992 4.24529340956538
-3.69285179441112 -4.15316459443242
-0.391080630470693 -0.148712425490926
1.50581048662525 2.86531975958674
-1.00906182592052 4.5039384672436
-1.66798402135509 4.13202932570307
-4.69359804456371 -3.68957921769292
3.90398954088551 -1.0932352980581
4.12230633432728 -1.39456322695882
-2.22341681783336 0.237992317417552
-1.28449441259044 -3.5617353608814
-2.85371042554516 1.95980003569453
3.36665831739765 -3.95719191338689
-3.84811140363353 -4.02417465951116
2.55023305351597 3.80056741926997
-3.69926287000316 2.91207173559993
0.572779642890513 -2.98007962014348
-3.47620083158153 2.13493064139216
0.00331436331135038 -2.05087181832464
2.30328123504978 -1.84705975558431
-3.17412639920849 -2.94403239991338
2.46831421787602 -2.67321261670263
1.83345814282757 -1.23970413114698
0.0974446409450174 -2.3610825231281
3.87878869707447 2.1484320471081
-1.96862174337047 3.607168943623
1.68234315142718 -0.166071563026021
3.70024560625416 3.74779966566889
-4.09662748639721 -3.59973212983281
-0.92113210027355 2.38351276610224
-3.52984691922802 -3.36602780129583
4.38166855509144 -2.71035274769933
3.74650191004139 -0.434816448947499
-3.28989626233715 2.23544791434138
0.89714651043278 -1.88386937882573
-0.211510432411611 0.357791216114451
-3.34214235608715 1.78138974402278
3.6353106373058 -1.49420961644323
3.83548735315663 3.26828888151972
5.51073788339955 -2.23057314660222
2.81142245466572 1.49748495314448
-1.39885379140514 1.80133655760615
-1.84989453618664 -1.65619411971242
2.13364754850727 -2.03698226716192
1.08322285349232 1.4433653661999
-2.46345831220287 4.25937250349848
